stock_1,stock_2,stock_3,stock_4,stock_5,stock_6,stock_7,stock_8,stock_9,stock_10,stock_11,stock_12,stock_13,stock_14,stock_15,stock_16,stock_17,stock_18,stock_19,stock_20,stock_21,stock_22,stock_23,stock_24,stock_25,stock_26,stock_27,stock_28,stock_29,stock_30,Medians,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19,target_20,target_21,target_22,target_23,target_24,target_25,target_26,target_27,target_28,target_29,target_30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010810845063633723,,,0.006224066390041472,0.0352697659974317,0.04803486335899532,0.006224066390041472,0.052516411378555894,-0.019047652307373708,,,,,,-0.005127165001897027,,-0.009433962264150941,-0.037467706025616776,0.0,,,,,,-0.001980198019801982,-0.0032154586942975127,0.011673122704240146,0.0023753010217870685,,,0.0023753010217870685,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,,
0.0,,-0.03358209146426139,-0.02164948453608251,-0.004008029321080131,-0.01249990125655176,-0.02164948453608251,-0.022869022869022815,-0.016990221019296148,-0.014662782491160042,-0.07480318530097574,,,-0.007792224630650102,-0.015465144915864815,-0.016949152542372836,-0.014285714285714235,0.0067114513781885154,0.01369939679050547,-0.03448273531881252,,-0.006122433409398886,-0.015228477226061354,,0.005952380952380931,0.003225831221344455,-0.015384601194469716,-0.09478674337332649,-0.04040406505432992,-0.0100000381469727,-0.015228477226061354,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0
-0.016042779649513617,,0.015444045811011442,-0.021074815595363505,-0.00804831653080107,-0.002109730772729246,-0.021074815595363505,0.017021276595744705,-0.03703705650809941,0.011904828803964485,-0.017021247520574212,,,-0.005235545437375921,0.0026179278310540788,0.0024630541871921707,-0.009661835748792313,-0.06800001542698686,-0.009009866765226637,-0.00892856517956686,,-0.01026694029090236,-0.005154605677367585,,-0.021696252465483234,0.006430843793147734,-0.007812528711140243,0.005235611209440938,-0.01754385964912286,-0.007575738601520388,-0.00804831653080107,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0
-0.005434747414907237,,0.011406844437366281,0.005382131324004336,0.0020284653906363914,0.006342444144088688,0.005382131324004336,-0.004184100418409997,-0.00769233615577547,0.005882348085244349,0.021644984031496728,,,-0.013157956852919539,-0.002611092180166197,-0.0073710073710073765,-0.004878048780487809,-0.012875593708187583,0.022727601666074015,0.01801800529380526,,0.041493775276820744,0.0673575340572925,,0.014112903225806495,0.006389825419456985,0.01968503965601065,0.015624944588373824,0.03214284351893837,-0.010178059006281992,0.005882348085244349,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0
0.027322331491058227,,0.018796964338402056,0.020342612419700146,0.010121429878039212,0.002100866518304656,0.020342612419700146,0.02941176470588225,0.02067187095586287,0.03216367899021022,0.05932202251832108,,,0.0,0.0026179278310540788,0.017326732673267342,0.014705882352941124,0.057971029681580744,0.0,0.008849551383231846,,-0.021912395858576295,0.04368932213593135,,0.001988071570576455,0.00952380952380949,0.019305019580017957,0.1025641233857193,0.041522518296852384,0.023136187040581513,0.019305019580017957,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,
-0.005319114680312875,,-0.0221402226488302,-0.022035676810073457,0.0180360716610517,0.020964300781511236,-0.022035676810073457,-0.022448979591836782,0.01265817477923803,0.0,-0.06399997633740162,,,-0.013333293121962964,-0.05221901992878897,-0.012165450121654486,-0.019323671497584516,-0.04109592810512985,-0.017778271150476366,0.008771923792896708,,0.002036706556540313,-0.01395353489780704,,0.021825396825396748,-0.012578640344007908,-0.011363608572157458,-0.06976741788126017,-0.056478429946665853,0.0175879592049748,-0.013333293121962964,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0
0.021390441379669056,,0.037735880019616364,-0.006437768240343367,0.0019684512489439587,0.008213529411543075,-0.006437768240343367,0.0041753653444676075,0.010000076886362619,0.002832895180999051,-0.01709398776981008,,,0.02162159769291483,0.008265072201541823,0.022167487684729092,-0.0049261083743842304,0.014285804473252783,-0.018098900487867553,-0.008695646246690836,,0.006097545374156299,0.0,,0.01747572815533971,0.00318473775061201,0.019157087851805032,0.03999999049909664,0.01760563403929627,-0.009876580885898933,0.006097545374156299,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0
0.0,,-0.003636391480501766,0.0,0.007858572641798789,0.0,0.0,-0.012474012474012475,0.009900948354854444,0.002824820478193324,0.02608691099216731,,,0.0026454739872900923,0.002732369898215792,0.01686746987951815,0.0,0.05633803932636838,0.013824399904350138,0.008771923792896708,,-0.006060590647687825,0.023584892129868917,,-0.01717557251908397,0.012698364257812456,-0.0075188246283289795,0.057692332580645544,0.017301038290651327,0.007481373146470904,0.002824820478193324,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0
0.010471135704884338,,-0.003649579550726645,0.03131749460043198,-0.009746562632340083,0.0,0.03131749460043198,0.004210526315789442,-0.0073529104792281474,0.005633870440386213,0.08050851668221215,,,-0.007915481760775389,-0.0027249243968189285,-0.05213270142180093,0.014851485148514865,-0.02399999914294515,0.0,-0.008695646246690836,,-0.006097545374156299,0.004608333358395278,,-0.001941747572815511,-0.012539137719570492,-0.007575715756198864,0.01818177761322337,0.03401360588350877,-0.022277264650655937,-0.001941747572815511,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0
-0.015544040418906335,,0.0,-0.008376963350785305,-0.01574808371786096,-0.02647647389557628,-0.008376963350785305,-0.016771488469601636,-0.014814869333789393,0.0,-0.03137257728683962,,,-0.015957480461799678,0.008195632281601695,-0.01749999999999996,0.004878048780487809,-0.016393478611882895,0.10000109822582703,0.008771923792896708,,-0.014314943580707173,-0.00917432004111618,,0.0,-0.012698436918712752,-0.007633615734916943,-0.05133923506274518,-0.062499988235925175,0.012658227848101333,-0.012698436918712752,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0
0.015789472619496925,,-0.01098901098901095,-0.006335797254487852,-0.005999960051605635,-0.004184152345469205,-0.006335797254487852,0.002132196162046851,0.0,0.002801082409544131,0.06882587872542212,,,0.0027026733615502785,-0.02438912314986308,0.01781170483460559,0.004854368932038833,-0.027777839775380175,-0.008265248579299889,-0.008695646246690836,,0.0020746571066028174,-0.023148134478323867,,0.011673151750972721,0.009646302487445135,0.0038461680362995576,-0.01647061646404413,0.024561430278577268,-0.022500038146972656,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,
0.0,-0.005102040816326481,0.011111111111111072,0.0,-0.014084493402501286,-0.01680667518328216,0.0,-0.014893617021276562,-0.010025021048512328,0.0,-0.041666596642404685,,,0.016172541871708912,-0.005556140276904764,-0.0050000000000000044,-0.009661835748792313,-0.03714282762693544,0.0,-0.017543847585793526,,-0.010351967037224075,-0.018957362628958196,,-0.017307692307692357,-0.022293018469671244,-0.019157087851805032,-0.06459333823026359,-0.02739729875022945,-0.010230120889809902,-0.010291043963516988,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
-0.041450807642263277,-0.03076923076923077,-0.04395604395604391,-0.020191285866099862,-0.030612284990081617,-0.029914639929632614,-0.020191285866099862,0.008639308855291628,-0.012658234671240831,-0.02513968073138595,-0.07114628730798467,,,0.0026524910834528903,0.0027937535575988104,-0.017587939698492483,-0.024390243902439046,-0.02077150079517387,-0.014583381390804728,0.008928565179566972,,-0.014644367659251478,-0.009661844402481523,,-0.025440313111546042,-0.009771987456380082,-0.003906264355570177,-0.023017862832869773,-0.024647847358916453,-0.018087874654767466,-0.020191285866099862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0
0.0,0.005291005291005346,0.019157058891208667,-0.013015184381778733,0.012631621344956212,0.013215889888957832,-0.013015184381778733,0.0064239828693790635,0.00769233615577547,0.031518637001562544,0.0,,,0.005291051144145298,-0.008357157619642064,0.0,-0.015000000000000013,-0.0030303098551631713,-0.006342815544096103,0.01769910276646347,,-0.006369410759649585,0.00975610638434099,,0.002008032128514081,0.013157920493975128,0.01176467694558525,-0.005235611209440938,0.010830297068508576,0.01052635594418172,0.005291028217575322,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0
0.005405474472572891,0.0,-0.007518768526199704,-0.005494505494505475,0.004158017940153247,-0.0021739402116253137,-0.005494505494505475,0.006382978723404209,-0.005089097276817389,0.00555555122418383,0.012765935640430603,,,-0.010526303906397971,0.022472013730118645,-0.002557544757033292,-0.005076142131979711,0.033434664931065505,-0.008510299886790307,0.0,,0.0,0.0,,0.01002004008016022,0.0,0.003875983403249128,0.03947366995478485,-0.0035714421953473297,0.018229086469448097,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0
0.005376309089520914,-0.015789473684210575,-0.011363636363636354,-0.011049723756906049,0.006211138345807443,0.008714706096516922,-0.011049723756906049,-0.0021141649048626032,-0.005115068159463054,0.0,-0.021008367927840443,,,0.005319091008377574,0.002747384509471207,-0.01025641025641022,0.0,-0.052941177165647835,0.0042916733707967225,0.008695646246690725,,0.004273520645296847,-0.004830886374967203,,-0.001984126984126977,0.0032467780979399397,0.003861018160937757,-0.022784770139870902,0.010752729337312639,0.0025576033943977006,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0
-0.0053475589596790885,-0.010695187165775444,-0.015325699729480946,-0.010055865921787754,-0.008230480184381772,-0.008639416124149424,-0.010055865921787754,0.0,-0.002570683300027521,0.01104971518961917,0.0,,,-0.0026454739872900923,-0.01369812133761572,-0.005181347150259086,-0.020408163265306145,0.04968942781980634,0.0,-0.008620683829703157,,-0.004255335381690539,-0.01456315537889219,,-0.005964214711729587,-0.006472541290579503,-0.007692336072599004,0.025906698341813472,-0.035460991948418785,-0.007653041612799449,-0.007062791451689476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0
0.0,-0.010810810810810811,-0.019455223809482725,-0.021444695259593693,-0.008298658334681352,-0.013071792664449466,-0.021444695259593693,-0.021186440677966156,0.00515461748915258,-0.008196680168152781,-0.02575111927187823,,,-0.01856764447061332,0.0,-0.0234375,-0.02083333333333337,-0.038461506460954475,-0.004273333618700859,-0.008695646246690836,,-0.01068376085792866,-0.004926076341214336,,-0.02200000000000002,0.003257354003575852,-0.0038759119025130184,-0.047979802422794315,-0.022058836935300308,-0.025706939865663858,-0.015819718567531393,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0
-0.032258061183129016,-0.016393442622950838,0.019841239565894675,-0.016147635524798143,-0.027196678787839157,-0.02649005773147861,-0.016147635524798143,-0.012987012987012991,-0.010256427987750838,-0.01652891225869202,-0.05726871959690194,,,-0.02162159769291483,-0.013890189759780402,-0.021333333333333315,-0.02659574468085102,-0.012307719692876917,-0.03433462306719326,-0.008771923792896708,,-0.01727860151712901,-0.019801997645811587,,-0.020449897750511203,-0.006493481883593555,-0.015564259310913542,-0.04774535831300919,-0.048872222773154395,-0.029023805924315194,-0.0185402995814703,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0
-0.011111145513843956,0.0,0.031128375906988914,0.01289566236811246,0.0021504800379661404,0.009070268684087779,0.01289566236811246,-0.002192982456140302,0.03626940147170732,-0.0028011538821375304,0.018691656140028767,,,0.04972375452531397,0.002817473602232834,-0.013623978201634857,0.005464480874316946,-0.003115271815491427,0.004444265553382731,-0.008849551383231735,,-0.01098901098901095,-0.020202038361894492,,0.014613778705636848,-0.0032679987888709627,0.0,0.0027855202348954222,-0.02371535542349701,-0.01630430670000793,0.0010752400189830702,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0
