Date,Open,High,Low,Close,Adj Close,Volume,ma7,ma7_diff,ma21,ma21_diff,26ema,26ema_diff,12ema,12ema_diff,MACD,upper_band,lower_band,momentum,fourier_short,fourier_medium,fourier_long,Volatility_21,OC diff,Close Diff,Open Diff
2004-07-07,3.414763927459717,3.4696929454803467,3.2957510948181152,3.3873000144958496,1.5999773740768433,23823879,,,,,3.3873000144958496,0.0,3.3873000144958496,0.0,0.0,,,,11.770015812633773,12.228978307853897,12.254699300407719,,0.027463912963867188,,
2004-07-08,3.3873000144958496,3.396454095840454,3.1767380237579346,3.341525077819824,1.5783557891845703,7894043,,,,,3.363532258914067,0.0220071810942426,3.3625052571296687,0.020980179309844527,-0.0010270017843980739,,,,11.722488851865082,12.207470240542802,12.246642905338355,,0.04577493667602539,-0.04577493667602539,-0.027463912963867188
2004-07-09,3.304905891418457,3.341525077819824,3.259130954742432,3.341525077819824,1.5783557891845703,4100996,,,,,3.355625292419388,0.014100214599563898,3.354316688299729,0.012791610479904847,-0.0013086041196590514,,,,11.674969148989225,12.185980925014995,12.238587591985274,,-0.03661918640136719,0.0,-0.08239412307739258
2004-07-12,3.3323700428009038,3.341525077819824,3.2865960597991943,3.3232150077819824,1.5697067975997925,929196,,,,,3.3465647931505824,0.023349785368599996,3.3444991032282507,0.021284095446268303,-0.0020656899223316927,,,,11.627458230527525,12.164510553086158,12.230533373353452,,0.009155035018921343,-0.018310070037841797,0.027464151382446733
2004-07-13,3.3232150077819824,3.3232150077819824,3.277441024780273,3.277441024780273,1.5480855703353882,849283,,,,,3.3305347061576875,0.05309368137741455,3.3262796629779423,0.048838638197669315,-0.004255043179745233,,,,11.579957625083015,12.143059316200526,12.222480262446096,,0.04577398300170943,-0.04577398300170943,-0.009155035018921343
2004-07-14,3.2408220767974854,3.2865960597991943,3.1767380237579346,3.2042019367218018,1.5134918689727783,2110096,,,,,3.305231260033702,0.1010293233119004,3.296608353012387,0.0924064162905851,-0.008622907021315296,,,,11.532468863262528,12.12162740542839,12.214428272264627,,0.036620140075683594,-0.07323908805847124,-0.08239293098449707
2004-07-15,3.195046901702881,3.2042019367218018,3.130963087081909,3.140117883682251,1.4832216501235962,1243036,3.2879037175859724,0.14778583390372146,,,3.2758667019746497,0.1357488182923987,3.26168805229974,0.12157016861748904,-0.014178649674909671,,,,11.484993477598515,12.100215011463584,12.206377415808651,,0.05492901802062988,-0.06408405303955078,-0.04577517509460449
2004-07-16,3.1218080520629883,3.1675829887390137,3.103498935699463,3.1584279537200928,1.4918705224990845,1890759,3.2552077089037215,0.09677975518362869,,,3.2569444096952793,0.09851645597518655,3.2401392612850266,0.08171130756493383,-0.016805148410252713,,,,11.437533002470653,12.078822324621001,12.19832770607595,,-0.03661990165710449,0.018310070037841797,-0.07323884963989258
2004-07-19,3.1584279537200928,3.1767380237579346,3.140117883682251,3.1767380237579346,1.500518798828125,412475,3.231666701180594,0.05492867742265961,,,3.2450560625336244,0.06831803877568987,3.227596239863563,0.05085821610562835,-0.01745982267006152,,,,11.390088974027238,12.0574495348341,12.190279156062456,,-0.018310070037841797,0.018310070037841797,0.03661990165710449
2004-07-20,3.195046901702881,3.2316670417785645,3.195046901702881,3.222512006759644,1.5221402645111084,393608,3.2146648338862827,-0.007847172873361341,,,3.241945202251074,0.019433195491429966,3.226632779666329,0.004120772906685222,-0.015312422584744745,,,,11.342662930106329,12.036096831652417,12.182231778762219,,-0.02746510505676314,0.04577398300170943,0.036618947982788086
2004-07-21,3.2865960597991943,3.314060926437378,3.277441024780273,3.2957510948181152,1.556734561920166,1198260,3.2107414177485873,-0.08500967706952789,,,3.2489238435627503,-0.04682725125536491,3.239279764778816,-0.05647133003929916,-0.009644078783934251,,,-0.09154891967773438,11.295256410156705,12.014764404239102,12.174185587167404,,-0.009155035018920898,0.07323908805847124,0.09154915809631348
2004-07-22,3.3232150077819824,3.3232150077819824,3.2499771118164062,3.277441024780273,1.5480855703353882,717220,3.2107414177485873,-0.06669960703168565,,,3.2524276286037663,-0.025013396176506664,3.2460647115290175,-0.03137631325125545,-0.006362917074748786,,,-0.06408405303955123,11.247870955158607,11.993452441368436,12.16614059426826,,0.04577398300170943,-0.01831007003784224,0.036618947982788086
2004-07-23,3.2957510948181152,3.2957510948181152,3.259130954742432,3.259130954742432,1.539437174797058,166956,3.218588420322963,-0.04054253441946898,,,3.2532129220518082,-0.005918032690623853,3.2483335077306914,-0.01079744701174068,-0.004879414321116826,,,-0.08239412307739213,11.200508107544257,11.972161131423373,12.158096813053099,,0.03662014007568315,-0.01831007003784091,-0.027463912963867188
2004-07-26,3.259130954742432,3.2682859897613525,3.2499771118164062,3.2499771118164062,1.5351132154464722,132936,3.2342825957706998,-0.015694516045706486,,,3.2528495020537505,0.0028723902373442023,3.2486133610291557,-0.001363750787250595,-0.004236141024594797,,,-0.07323789596557617,11.153169411118206,11.95089066239309,12.15005425650828,,0.009153842926025835,-0.009153842926025835,-0.03662014007568315
2004-07-27,3.2682859897613525,3.2682859897613525,3.2499771118164062,3.259130954742432,1.539437174797058,186673,3.248668738773891,-0.010462215968541244,,,3.2535290013677836,-0.005601953374648527,3.2503752380310504,-0.008755716711381645,-0.0031537633367331175,,,-0.01831007003784091,11.105856410977452,11.92964122187052,12.14201293761818,,0.009155035018920454,0.009153842926025835,0.009155035018920454
2004-07-28,3.277441024780273,3.3232150077819824,3.2682859897613525,3.314060926437378,1.5653828382492063,755493,3.2682862962995256,-0.045774630137852323,,,3.259861137987958,-0.05419978844942008,3.260899800173503,-0.05316112626387515,0.0010386621855449363,,,0.10985898971557617,11.0585706534314,11.908412997049922,12.133972869365182,,-0.036619901657104936,0.054929971694945845,0.009155035018920454
2004-07-29,3.3323700428009038,3.359834909439087,3.314060926437378,3.314060926437378,1.5653828382492063,501641,3.281364713396345,-0.03269621304103287,,,3.2653628898352363,-0.04869803660214167,3.2695859711958297,-0.04447495524154821,0.004223081360593461,,,0.17394304275512695,11.01131368592161,11.887206174724437,12.12593406472965,,0.018309116363525835,0.0,0.05492901802063077
2004-07-30,3.3323700428009038,3.368989944458008,3.3232150077819824,3.350680112838745,1.5826799869537354,488640,3.2892117159707204,-0.061468396868024744,,,3.2737920810493613,-0.07688803178938386,3.2827109038980233,-0.06796920894072178,0.008918822848662078,,,0.19225215911865234,10.964087056941386,11.866020941283654,12.117896536689905,,-0.018310070037841353,0.03661918640136719,0.0
2004-08-02,3.350680112838745,3.368989944458008,3.3232150077819824,3.341525077819824,1.5783557891845703,279951,3.2983665806906566,-0.04315849712916764,,,3.28032252202717,-0.06120255579265432,3.2921543006215535,-0.049370777198270765,0.011831778594383557,,,0.16478705406188965,10.916892315955169,11.844857482711191,12.109860298222207,,0.009155035018920898,-0.009155035018920898,0.018310070037841353
